filename,MildDemented,ModerateDemented,NonDemented,VeryMildDemented
nonDem216_jpg.rf.0c961efe8264242556f9cbfea751382b.jpg,0,0,1,0
nonDem2163_jpg.rf.ecdd485c087a88ac8a0d0be21736a00a.jpg,0,0,1,0
verymildDem1314_jpg.rf.d282a60eec9b5345c6995bdf6e17e5f9.jpg,0,0,0,1
nonDem2130_jpg.rf.ef2dd8e3bba7339106ad8efc4658338a.jpg,0,0,1,0
nonDem2162_jpg.rf.424c6135beb58166a3a19206fa9ebaca.jpg,0,0,1,0
nonDem2205_jpg.rf.72505aa42b50d7843d9852e0757d2961.jpg,0,0,1,0
nonDem2182_jpg.rf.bb3f03e8af8f82d7a1724e8936177b54.jpg,0,0,1,0
nonDem2160_jpg.rf.be7c0a9d423a39236f907a8977ae58bd.jpg,0,0,1,0
verymildDem1287_jpg.rf.7fbdcec4def76a4a0056a4788b245069.jpg,0,0,0,1
nonDem213_jpg.rf.f39fd171c32784269962b4f5f54e6f75.jpg,0,0,1,0
nonDem2125_jpg.rf.ee4ba55975ba8125a0b3e11f2396d5b4.jpg,0,0,1,0
verymildDem1315_jpg.rf.61dcfdd04116a111f18372a9940ec543.jpg,0,0,0,1
moderateDem22_jpg.rf.494348e6b80aab62b69d8037438b8759.jpg,0,1,0,0
nonDem2192_jpg.rf.c0b00f379d1d827ad324fb1ca407187f.jpg,0,0,1,0
mildDem121_jpg.rf.f06a5082cd692990b2c60705ba29ccb7.jpg,1,0,0,0
nonDem217_jpg.rf.a5db4f2874bb775395bd62bf61bac376.jpg,0,0,1,0
nonDem2166_jpg.rf.efcf7b8cb577295d27e772ba57cb9397.jpg,0,0,1,0
verymildDem1306_jpg.rf.52ee31570c5e38eaede96da65be28560.jpg,0,0,0,1
nonDem2158_jpg.rf.47a6f718dc31d692457620323a26ba10.jpg,0,0,1,0
nonDem2168_jpg.rf.a5f38523e2319ad9d43975201e8e359c.jpg,0,0,1,0
moderateDem27_jpg.rf.4cdf2fc5697838c14313c5dc0bd98490.jpg,0,1,0,0
moderateDem32_jpg.rf.45d520a43894c9830ef97480be122434.jpg,0,1,0,0
verymildDem1300_jpg.rf.8c3449d65acb8284930c40f6888091d3.jpg,0,0,0,1
verymildDem1317_jpg.rf.93b36e8d374d23eeb70f210ce73f5081.jpg,0,0,0,1
verymildDem131_jpg.rf.c110bd7abf2b3f5c4586e1cbf2ac5dd7.jpg,0,0,0,1
moderateDem31_jpg.rf.e3d53ca88afe4889b0581a4e6a42889e.jpg,0,1,0,0
verymildDem1330_jpg.rf.47977095088836da9fca5cc9dc565e62.jpg,0,0,0,1
nonDem2132_jpg.rf.79604a1b2e6069aa5911e92773b6ef48.jpg,0,0,1,0
nonDem2150_jpg.rf.0e0db560f61bf0cdcbc57da4c80f00ea.jpg,0,0,1,0
nonDem2191_jpg.rf.1db38bbb14f65be1a2122bc8fa068731.jpg,0,0,1,0
verymildDem1283_jpg.rf.5e0bad83f9b2fa45c5ac10a475813c90.jpg,0,0,0,1
verymildDem1310_jpg.rf.cb7bacb15c87e0d7b7e79d2c6a20e737.jpg,0,0,0,1
mildDem130_jpg.rf.aa23c0f26c20bfad3dea87a430653c0a.jpg,1,0,0,0
nonDem2164_jpg.rf.cf384aecc4977e75094cd04bac064d27.jpg,0,0,1,0
nonDem2195_jpg.rf.a964b00972e04953fe27fdfeb19d764e.jpg,0,0,1,0
mildDem132_jpg.rf.6db3743e74dfbfac0c67cb084fe963eb.jpg,1,0,0,0
nonDem2181_jpg.rf.03b3d64cd40bcc741c0da8970858d237.jpg,0,0,1,0
verymildDem1304_jpg.rf.243cd5d50b325e796ed9fa6ec54f5516.jpg,0,0,0,1
nonDem2165_jpg.rf.3780dce1c6ebed39e5f6d109b015ce23.jpg,0,0,1,0
nonDem2206_jpg.rf.4c2b924ca081a3f3aff8a82f3539215e.jpg,0,0,1,0
nonDem2157_jpg.rf.c7797b34689e45343145896343546fd0.jpg,0,0,1,0
nonDem2167_jpg.rf.ebfbe5c70cec8c90c5ab9a4234d89188.jpg,0,0,1,0
verymildDem1318_jpg.rf.1fc9b575acbeec7bd41321fba2dda27f.jpg,0,0,0,1
verymildDem1333_jpg.rf.ab8bec8c057496daefff497c08a75832.jpg,0,0,0,1
mildDem12_jpg.rf.4bba95eeb7905543f6d4780599f1e29f.jpg,1,0,0,0
nonDem2207_jpg.rf.1cfa5f25e15cbfc992711f8b3c59846c.jpg,0,0,1,0
nonDem2136_jpg.rf.e3b9b432e2b6ef2abcf5761ecf834f93.jpg,0,0,1,0
nonDem2141_jpg.rf.9a98da227e9c4713ccff13aa619ec780.jpg,0,0,1,0
nonDem2171_jpg.rf.ac7184b11e87a1fa2e4271dc61b00144.jpg,0,0,1,0
nonDem2200_jpg.rf.a50a7ff753243b109a0d2b7ad20399f7.jpg,0,0,1,0
nonDem2196_jpg.rf.8659287fb5b44e21ec8ac39e1785c8f6.jpg,0,0,1,0
mildDem122_jpg.rf.67b88e9dc6ee1781a4b89181e8fd927e.jpg,1,0,0,0
nonDem2133_jpg.rf.bf3763f1e28befef56412908b3459a37.jpg,0,0,1,0
verymildDem1358_jpg.rf.5b9460164b622aec2dad6ec3baae5c04.jpg,0,0,0,1
verymildDem1320_jpg.rf.436d42f24b5858f5cb7485d94f93f4d7.jpg,0,0,0,1
mildDem13_jpg.rf.f77ade6f885c0129137570226721d0d2.jpg,1,0,0,0
verymildDem1319_jpg.rf.ecef1ae210d5b25560dd8b98b0caccd5.jpg,0,0,0,1
nonDem1580_jpg.rf.9944019cb4e687cfc4a97eba185b7287.jpg,0,0,1,0
mildDem120_jpg.rf.bc6d9b666d2617035ba62e0c280e5566.jpg,1,0,0,0
verymildDem1311_jpg.rf.ac945c945610f82460f8766d7bcecaf7.jpg,0,0,0,1
verymildDem1305_jpg.rf.7221fbd35f0e12de4a23b4f26a5cf70a.jpg,0,0,0,1
nonDem2173_jpg.rf.64bbfebc6c82743fdd917c0f70335dc4.jpg,0,0,1,0
mildDem131_jpg.rf.3b18dd7693eb013ec5c886fef01bda55.jpg,1,0,0,0
nonDem2180_jpg.rf.16dea9ece61f37c6b97f604e0e38ce38.jpg,0,0,1,0
nonDem1579_jpg.rf.d6c450c1742b047dc3169e39d2e2f300.jpg,0,0,1,0
verymildDem1301_jpg.rf.d1050db67957b3a354c1f30e8e6df23e.jpg,0,0,0,1
nonDem2172_jpg.rf.e03f04b70603eab063d4061c744c7652.jpg,0,0,1,0
verymildDem1308_jpg.rf.0267fa3cc283e25077328150e8b3dc84.jpg,0,0,0,1
verymildDem1279_jpg.rf.a3e46b48676a606982671f455859ad47.jpg,0,0,0,1
nonDem2137_jpg.rf.11affbacd4cc210200da30471e4714b7.jpg,0,0,1,0
nonDem2134_jpg.rf.67851547932ae1b800fbb04360f5c45e.jpg,0,0,1,0
nonDem2194_jpg.rf.b9c827e3fb0fec08c494a2d4bfbbb4ee.jpg,0,0,1,0
nonDem2138_jpg.rf.e817e2a5d4b594db76b17e4b4fe3cbfe.jpg,0,0,1,0
verymildDem1270_jpg.rf.ee9a0038b3bb75b6c930aa399e25ef15.jpg,0,0,0,1
verymildDem1332_jpg.rf.ba3e54a1c5a251678117e53c65019e88.jpg,0,0,0,1
verymildDem132_jpg.rf.4fd83704ee605b229a4ce8a0614ec51c.jpg,0,0,0,1
nonDem2174_jpg.rf.99866b6d1672643f22c8efc80ef9c9e1.jpg,0,0,1,0
verymildDem1285_jpg.rf.8dce718a1c6d420b8836c67bc48db389.jpg,0,0,0,1
verymildDem1282_jpg.rf.4ef88701aebd01a968fd1fd2889d1d9d.jpg,0,0,0,1
nonDem1578_jpg.rf.29d14325723f580691bf6843854620da.jpg,0,0,1,0
nonDem2170_jpg.rf.c4a1d95e6c769ebb3ec60eb50c6f8a8c.jpg,0,0,1,0
nonDem1581_jpg.rf.65d63a1bbfc92cf0177d845250ae1a6f.jpg,0,0,1,0
mildDem125_jpg.rf.71386c89f92cf945bc5598833f640189.jpg,1,0,0,0
nonDem219_jpg.rf.30803373c82b021da3d99eb3a94ad231.jpg,0,0,1,0
verymildDem1272_jpg.rf.6847ab8fa445456a6a0752a1e6c5305a.jpg,0,0,0,1
verymildDem1313_jpg.rf.4375b9acf9a072a74d881616ca7494fc.jpg,0,0,0,1
nonDem214_jpg.rf.bda7ba7af9a7bcdf81eb100208cfc07a.jpg,0,0,1,0
nonDem2184_jpg.rf.3dbaad26b1b276ce89df23ee1fce573e.jpg,0,0,1,0
verymildDem1290_jpg.rf.7dcf2353c938ddd16604792441719898.jpg,0,0,0,1
verymildDem1297_jpg.rf.670734c5af3edfcc15c3ad0ea5166ca2.jpg,0,0,0,1
nonDem2140_jpg.rf.49a9ced1fff7a53d6f15d21c5082c260.jpg,0,0,1,0
nonDem2175_jpg.rf.5389d4ae49c817dc78cb3555e5baec65.jpg,0,0,1,0
verymildDem1268_jpg.rf.164e31a24f01021b38c31b7ff3de4cd7.jpg,0,0,0,1
nonDem2190_jpg.rf.a45d7d4a973da7652db49868ac7cc44c.jpg,0,0,1,0
verymildDem1381_jpg.rf.dc8da61ecd7caf386e65538fb3389ddf.jpg,0,0,0,1
verymildDem1278_jpg.rf.e833ddd65352b52f0a104aa259f6b764.jpg,0,0,0,1
verymildDem1382_jpg.rf.b369d88f6c0943c46c75ec98184d31b3.jpg,0,0,0,1
nonDem158_jpg.rf.e591f2138bed81085824be57eee1ed7e.jpg,0,0,1,0
verymildDem1302_jpg.rf.1c795bba0b9e5f05d7d5553b5c91d0c7.jpg,0,0,0,1
verymildDem1307_jpg.rf.f80d0fee64b96650ee49b65bf52de046.jpg,0,0,0,1
verymildDem128_jpg.rf.1bf63e4c03f2d11db248aafca3753676.jpg,0,0,0,1
verymildDem1383_jpg.rf.0e9689fad69db979eeb9e6e73f246bb3.jpg,0,0,0,1
verymildDem1271_jpg.rf.dedb4a99b3b0076dbda77fb3d5034d40.jpg,0,0,0,1
mildDem123_jpg.rf.09ec0c0fe6c4356bdc4ca030b9533343.jpg,1,0,0,0
nonDem2193_jpg.rf.80a26e8d177930791825fad12ccb0746.jpg,0,0,1,0
mildDem127_jpg.rf.8761d94b6d36b2e11a3c32c2c7943833.jpg,1,0,0,0
nonDem167_jpg.rf.64a488cfdaf4d2b2c0779860f97a7f04.jpg,0,0,1,0
nonDem1667_jpg.rf.e96cc44ce0f802cabbbd68139dfbd6cb.jpg,0,0,1,0
nonDem2188_jpg.rf.86ca36695e0239bff19d2617d82cac07.jpg,0,0,1,0
nonDem2176_jpg.rf.2776bc9f8fcd0e8d0f1f9fef606f9262.jpg,0,0,1,0
verymildDem13_jpg.rf.4afead0d22c783cb6c218839c289a8b7.jpg,0,0,0,1
verymildDem1277_jpg.rf.b968706352feb12c5b924979a5e29bba.jpg,0,0,0,1
mildDem124_jpg.rf.e87cd8545cbd283e1061967954e8f63d.jpg,1,0,0,0
nonDem1668_jpg.rf.d721afe3410c3ec7073bc1ee6d6878b9.jpg,0,0,1,0
verymildDem127_jpg.rf.be9122807745694bc41d2a10d3bf377d.jpg,0,0,0,1
verymildDem1360_jpg.rf.c87e30e8e2da0ffac898af5dc6612f39.jpg,0,0,0,1
verymildDem1386_jpg.rf.aab9b43df61746f80c47794cdbdff8f0.jpg,0,0,0,1
verymildDem1331_jpg.rf.46e102925cf2d29cc7451cbf53cc1f8b.jpg,0,0,0,1
verymildDem1299_jpg.rf.22cfef22fee3728d1108e7f15d1d9582.jpg,0,0,0,1
verymildDem138_jpg.rf.798cfc5b9e6f17780e8bbf6bbd39e68f.jpg,0,0,0,1
verymildDem1406_jpg.rf.4bc2f824f07452b329516fff329d4d71.jpg,0,0,0,1
verymildDem1321_jpg.rf.e55355d11124855352ffa7a30381ee61.jpg,0,0,0,1
nonDem2139_jpg.rf.9177e2de02496dc7100c027ab0aca7c5.jpg,0,0,1,0
verymildDem1385_jpg.rf.a2e9e6344af2a7b98edcd9ed99db7b16.jpg,0,0,0,1
verymildDem1368_jpg.rf.3f72c7608f8d3159a27989795434cabc.jpg,0,0,0,1
verymildDem1373_jpg.rf.a97f16aa9f209eaa7c18abc80b7d6f28.jpg,0,0,0,1
nonDem1684_jpg.rf.92c3e138ca1b28dab0899d2b3c5cc388.jpg,0,0,1,0
nonDem2187_jpg.rf.a1ca595c379cb6db2c6f4dd593bcc6d7.jpg,0,0,1,0
verymildDem1284_jpg.rf.da34b0920447e2d47a2b63379d4e6126.jpg,0,0,0,1
verymildDem1391_jpg.rf.e5f38494d1b749b6386e13ff79c574ea.jpg,0,0,0,1
verymildDem1361_jpg.rf.c3a7aee699e01c21b03525c68a64321f.jpg,0,0,0,1
verymildDem1394_jpg.rf.c4d7a64ac1eb70d376d3555d9d41bc9c.jpg,0,0,0,1
verymildDem1281_jpg.rf.1d062b1385c629680a45278abdd73ce9.jpg,0,0,0,1
mildDem128_jpg.rf.b4fd28c7d5d1e54a7affc18bb9c304f1.jpg,1,0,0,0
verymildDem1392_jpg.rf.2a299992b5da9719278980cb91333c1c.jpg,0,0,0,1
verymildDem1359_jpg.rf.f3defde04850b4604519c72dd71d6b36.jpg,0,0,0,1
verymildDem1390_jpg.rf.eedd343cd94dd8a8705e08f7a18487bd.jpg,0,0,0,1
verymildDem1367_jpg.rf.e561d85b995fc25ffdddf2758ade62fc.jpg,0,0,0,1
verymildDem1275_jpg.rf.ca96331952537e2e10d24feace743449.jpg,0,0,0,1
nonDem2185_jpg.rf.4a4c0bb0b9d7eca17c004a4e5e9069ef.jpg,0,0,1,0
verymildDem1378_jpg.rf.4cd2dcf48e3e9b18f087b28fc68cc3a4.jpg,0,0,0,1
nonDem2183_jpg.rf.6f51c53f7d026e41de71d17bd13480a1.jpg,0,0,1,0
verymildDem1384_jpg.rf.405b68449622d8506132c9d290a821b2.jpg,0,0,0,1
verymildDem1379_jpg.rf.d7202ab83b252be9c5bd4ecb4faec978.jpg,0,0,0,1
verymildDem1369_jpg.rf.4e1f95a50ba04866a5af77f5486d7efc.jpg,0,0,0,1
verymildDem1303_jpg.rf.06111d6cf91b1d55747050891656c264.jpg,0,0,0,1
verymildDem1293_jpg.rf.3180d2eec2a700cece12353e125dff60.jpg,0,0,0,1
nonDem2177_jpg.rf.c0c04b7b44556bd8d07df5f47007ef80.jpg,0,0,1,0
nonDem1669_jpg.rf.d0a6fcd73953a47141a2e07c91434be4.jpg,0,0,1,0
verymildDem1273_jpg.rf.b2cf49cf1de59a57244f47a15db70528.jpg,0,0,0,1
verymildDem1395_jpg.rf.8142f4b552f0a75d78a24bf949009e5f.jpg,0,0,0,1
verymildDem136_jpg.rf.df0dfd7077ecf5241cea81496dc8e7dc.jpg,0,0,0,1
verymildDem1286_jpg.rf.30a67be8ca1e7ab7ea52a67dee8aaf5d.jpg,0,0,0,1
verymildDem1296_jpg.rf.00f0236d725389fd934346fd3878045a.jpg,0,0,0,1
verymildDem1375_jpg.rf.b9098432c14fca27831278a1106f3422.jpg,0,0,0,1
verymildDem1402_jpg.rf.9bd21a14bd6ef634de95675a6681c278.jpg,0,0,0,1
verymildDem1325_jpg.rf.8413bc209b752524576ca9c51162140d.jpg,0,0,0,1
verymildDem1374_jpg.rf.30dd99b109a0130c9b202be97e144444.jpg,0,0,0,1
nonDem2186_jpg.rf.f8761f3a9a136f51b60a8446cf35d4e1.jpg,0,0,1,0
verymildDem1276_jpg.rf.b9513a5a21ba7655d2b50c45500571d1.jpg,0,0,0,1
nonDem1681_jpg.rf.c7dbded496bec1b9d3061046724a8cbf.jpg,0,0,1,0
verymildDem1420_jpg.rf.26123183e21a83279231687c468af9c0.jpg,0,0,0,1
nonDem1683_jpg.rf.3ef2904ad0d38f04d9727109eb9f1a12.jpg,0,0,1,0
nonDem1572_jpg.rf.b60a7305253d33e1718c8c8f5962e33e.jpg,0,0,1,0
verymildDem1393_jpg.rf.2a4aa39f8417aa3e4e2acff1dba3de1c.jpg,0,0,0,1
verymildDem1362_jpg.rf.48b55fe31cdb62b4745755d645245138.jpg,0,0,0,1
verymildDem1365_jpg.rf.598381803299bfd84d1ec05de3e3395b.jpg,0,0,0,1
verymildDem1376_jpg.rf.8e910a8c8cad59ce2e7c896272b94f84.jpg,0,0,0,1
verymildDem1288_jpg.rf.271e1392881d1830bdaa4bcbb7d89528.jpg,0,0,0,1
verymildDem1291_jpg.rf.e6a823f49c00dc20050bc725cddb4400.jpg,0,0,0,1
verymildDem1396_jpg.rf.c32c84f0352aba208cea7f98e64228ec.jpg,0,0,0,1
verymildDem1294_jpg.rf.979977f0c7c9f771b6f8d51dc46c5954.jpg,0,0,0,1
nonDem1574_jpg.rf.6f32104175681a6eba4b3038ef937e58.jpg,0,0,1,0
verymildDem1298_jpg.rf.90cc7b4106e53163a9430b28895cb3b6.jpg,0,0,0,1
nonDem1665_jpg.rf.af206012a978ab836b697aa4be6ac37c.jpg,0,0,1,0
verymildDem1399_jpg.rf.a0a382268f910451e72da2b1b86d5941.jpg,0,0,0,1
verymildDem129_jpg.rf.a8352bba10ee13d9d33478a945973a78.jpg,0,0,0,1
verymildDem1387_jpg.rf.741047522a20e290a93aacf4b1a5e76f.jpg,0,0,0,1
verymildDem1389_jpg.rf.2a94cf4715de942af311c971aad2796f.jpg,0,0,0,1
verymildDem1363_jpg.rf.5ccd2d2512ff05de6ea0ac13d7e9b669.jpg,0,0,0,1
verymildDem1269_jpg.rf.f8d7c2434a64667ded2969392d1ef86e.jpg,0,0,0,1
verymildDem1292_jpg.rf.6ce197b90d7cf689603a9dbc92e8606e.jpg,0,0,0,1
verymildDem1289_jpg.rf.b870b8d8a0126c167f9e803842f5af2d.jpg,0,0,0,1
nonDem1680_jpg.rf.aae2517257f318dafc14cb38ee9a61d8.jpg,0,0,1,0
verymildDem1326_jpg.rf.9055afeb14b47bab3d2c20f8c54ac85b.jpg,0,0,0,1
nonDem1682_jpg.rf.f3610c1239abcda78fd14ca2ab44121d.jpg,0,0,1,0
verymildDem1295_jpg.rf.23162d47b6d2a7dc49814d48c2b91832.jpg,0,0,0,1
verymildDem1407_jpg.rf.34a31f79cc1a99f37013cfa2c24c0cf8.jpg,0,0,0,1
verymildDem1377_jpg.rf.93a24ae0fd6d715787fe2cc1c2bc473a.jpg,0,0,0,1
verymildDem1274_jpg.rf.2b93f3663a7779d84ab451969d7635e9.jpg,0,0,0,1
verymildDem1370_jpg.rf.2c829d6287322cd0b406f631d0f87acc.jpg,0,0,0,1
nonDem2189_jpg.rf.217a9f06b065750d3005f6d6e8411c02.jpg,0,0,1,0
verymildDem1422_jpg.rf.34a1fa5b6d022676c60d96380dd23c11.jpg,0,0,0,1
verymildDem1412_jpg.rf.aa7198fe426f300c66e9866b766f5706.jpg,0,0,0,1
verymildDem142_jpg.rf.1ad70af6f1e083e2cbb17aced571830f.jpg,0,0,0,1
verymildDem1328_jpg.rf.c585d199b8d978fdde9de46fc17683c7.jpg,0,0,0,1
verymildDem1397_jpg.rf.02d7d380c2cd8ecd552c35820dd5de97.jpg,0,0,0,1
verymildDem1372_jpg.rf.b5158c81f8028d3ecd85f5085ca15e2d.jpg,0,0,0,1
nonDem2135_jpg.rf.d1638d9b85d6af8ac15028c05c43f24f.jpg,0,0,1,0
verymildDem1388_jpg.rf.cd5eaedde5c76aeef083591da0d3287b.jpg,0,0,0,1
nonDem1576_jpg.rf.71dcd25514616cfaacbae5ab5666300c.jpg,0,0,1,0
verymildDem1329_jpg.rf.d501ac66a74248503698351efae21630.jpg,0,0,0,1
verymildDem1409_jpg.rf.beadf02e03bcb1dbc1fe93d8a5c7e905.jpg,0,0,0,1
nonDem1666_jpg.rf.b8d80abfc280610484c7d0f53d547a1f.jpg,0,0,1,0
verymildDem1322_jpg.rf.1ffa471c2b57ab6784eed5dbe37ed2c4.jpg,0,0,0,1
nonDem178_jpg.rf.a96a88629f5b92ff95c485d1f7ffea2d.jpg,0,0,1,0
verymildDem1312_jpg.rf.2c6297044c296437d0975f1906b7506c.jpg,0,0,0,1
nonDem1663_jpg.rf.fca0bce12fe002e4a7aa3dc24cc0c893.jpg,0,0,1,0
nonDem1781_jpg.rf.f8eb3cf750614dca1c6cbd8257e6171a.jpg,0,0,1,0
verymildDem1398_jpg.rf.82c53f23d77846485b4e490dbf29ce84.jpg,0,0,0,1
nonDem1661_jpg.rf.8205e8a4afa382d0202f0a1d1c8d8eb2.jpg,0,0,1,0
nonDem1751_jpg.rf.7807ca09e3712da2609897fa2e0f612d.jpg,0,0,1,0
verymildDem139_jpg.rf.4eebdbaa4508e8b2e7388e3c9dcdf7b8.jpg,0,0,0,1
nonDem1573_jpg.rf.fee0e8fccb98614c664a73ed164752fd.jpg,0,0,1,0
nonDem1752_jpg.rf.32bdf3724c64df563fcb937cfc404514.jpg,0,0,1,0
nonDem1780_jpg.rf.3a443337e97d8bb8aa5a8b234d0c93d3.jpg,0,0,1,0
nonDem1778_jpg.rf.ed0090db0c1c5bb3f370789edc611371.jpg,0,0,1,0
verymildDem1280_jpg.rf.4f8a311c42774833b86962565fe665d5.jpg,0,0,0,1
nonDem1664_jpg.rf.22c61f7a5621e32df39077ea796969f4.jpg,0,0,1,0
verymildDem1366_jpg.rf.153d7dc7c15d4de172b8b56c9e75ef25.jpg,0,0,0,1
verymildDem140_jpg.rf.ecaca3159a0e7597631a2b3ac9d64050.jpg,0,0,0,1
nonDem1577_jpg.rf.313745dd69b419cf03299f9d000926a3.jpg,0,0,1,0
nonDem168_jpg.rf.00cace5ca80f89484562004e5f9fe866.jpg,0,0,1,0
nonDem1575_jpg.rf.07457edb6d43a4d78b7775002f3e3e41.jpg,0,0,1,0
verymildDem1404_jpg.rf.f1df6dc988a96b0ad39b0a6e6f3ef1c0.jpg,0,0,0,1
verymildDem1401_jpg.rf.ae692bc8e08a994fa8b2175d04b740f3.jpg,0,0,0,1
verymildDem133_jpg.rf.c838c73103f2f1771c0cd262e9d23046.jpg,0,0,0,1
nonDem2376_jpg.rf.e45d0bc7b009a85717ba21f9f6455ef8.jpg,0,0,1,0
nonDem1672_jpg.rf.4d0861fc8f5390097c55cd517bd6442e.jpg,0,0,1,0
nonDem1754_jpg.rf.22ced62135837784d673d837c5e17d27.jpg,0,0,1,0
verymildDem1380_jpg.rf.40d84ba10a013ddf63b314803e3825cb.jpg,0,0,0,1
verymildDem1371_jpg.rf.f0b0cbef99bf95de852fbd66401f8491.jpg,0,0,0,1
nonDem2360_jpg.rf.58ee8780ffff3828d38ca27d90c32df2.jpg,0,0,1,0
verymildDem1417_jpg.rf.9f33ad1b54e776c2d686e48a9a31ae65.jpg,0,0,0,1
nonDem1753_jpg.rf.be70dbe3cdc46c1111b6339763f05df4.jpg,0,0,1,0
nonDem1571_jpg.rf.2d6d75c95ed8978694cb4933260b254f.jpg,0,0,1,0
nonDem1775_jpg.rf.4b27a58ef8eb27573656b9a221bd050c.jpg,0,0,1,0
nonDem1662_jpg.rf.c32a66ecf6fbc1ffe62ce960a660ed75.jpg,0,0,1,0
verymildDem1416_jpg.rf.d6dbad8ca3eb50e54afc9886599f24c1.jpg,0,0,0,1
verymildDem1427_jpg.rf.ad2cbf1e7ab4f48de76154ce298019ef.jpg,0,0,0,1
nonDem1675_jpg.rf.c8689c4eff9cfd1eea4762722ccb8df4.jpg,0,0,1,0
verymildDem1403_jpg.rf.2d57c4f1980fed4968e331c2794c13bd.jpg,0,0,0,1
verymildDem1413_jpg.rf.6d716491975f9ee5816e5b0faf3b7e89.jpg,0,0,0,1
verymildDem1425_jpg.rf.d1c180b8626804ae7b30d2fe6d52cfbe.jpg,0,0,0,1
verymildDem1400_jpg.rf.0f47f2999e4c9b7dd4609fd185244fc6.jpg,0,0,0,1
nonDem2378_jpg.rf.a7fa4d5bb945d7d44df68b0197317237.jpg,0,0,1,0
verymildDem1410_jpg.rf.3a3d66aab326fae70855f40115d50956.jpg,0,0,0,1
nonDem2389_jpg.rf.b240faec75c0f62d333cf8a56f197930.jpg,0,0,1,0
verymildDem1419_jpg.rf.20012d8761b66dcce4bcbbdf6abbce18.jpg,0,0,0,1
verymildDem1411_jpg.rf.55c0efa09f1ede36711ccd260401872d.jpg,0,0,0,1
verymildDem1646_jpg.rf.bb656adfe0fcbcade6d83181792ec7e6.jpg,0,0,0,1
verymildDem1323_jpg.rf.6f6da9af1ac021d800670a8a85748e17.jpg,0,0,0,1
nonDem1774_jpg.rf.b30cd9a3093d32db6db8c7c0584884a4.jpg,0,0,1,0
