base,participant,session,type,file_path,relative_path,size_mb,full_path
5055046,P01,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P01\P01\S3\eeg\alldata_sbj01_sess3_RS.set,P01\P01\S3\eeg\alldata_sbj01_sess3_RS.set,3.7913284301757812,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P01\P01\S3\eeg\alldata_sbj01_sess3_RS.set
5055046,P01,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P01\P01\S3\eeg\alldata_sbj01_sess3_RSraw.set,P01\P01\S3\eeg\alldata_sbj01_sess3_RSraw.set,7.433448791503906,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P01\P01\S3\eeg\alldata_sbj01_sess3_RSraw.set
5055046,P01,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P01\P01\S3\eeg\testset_sbj01_sess3.set,P01\P01\S3\eeg\testset_sbj01_sess3.set,52.5760498046875,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P01\P01\S3\eeg\testset_sbj01_sess3.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_MATBdiff.set,P02\P02\S1\eeg\alldata_sbj02_sess1_MATBdiff.set,17.73834228515625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_MATBdiff.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_MATBeasy.set,P02\P02\S1\eeg\alldata_sbj02_sess1_MATBeasy.set,17.73834228515625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_MATBeasy.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_MATBmed.set,P02\P02\S1\eeg\alldata_sbj02_sess1_MATBmed.set,17.73834228515625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_MATBmed.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_RS.set,P02\P02\S1\eeg\alldata_sbj02_sess1_RS.set,3.8120803833007812,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_RS.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_RSraw.set,P02\P02\S1\eeg\alldata_sbj02_sess1_RSraw.set,7.4539642333984375,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S1\eeg\alldata_sbj02_sess1_RSraw.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_MATBdiff.set,P02\P02\S2\eeg\alldata_sbj02_sess2_MATBdiff.set,17.737457275390625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_MATBdiff.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_MATBeasy.set,P02\P02\S2\eeg\alldata_sbj02_sess2_MATBeasy.set,17.737457275390625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_MATBeasy.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_MATBmed.set,P02\P02\S2\eeg\alldata_sbj02_sess2_MATBmed.set,17.737457275390625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_MATBmed.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_RS.set,P02\P02\S2\eeg\alldata_sbj02_sess2_RS.set,3.8111953735351562,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_RS.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_RSraw.set,P02\P02\S2\eeg\alldata_sbj02_sess2_RSraw.set,7.453315734863281,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S2\eeg\alldata_sbj02_sess2_RSraw.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S3\eeg\alldata_sbj02_sess3_RS.set,P02\P02\S3\eeg\alldata_sbj02_sess3_RS.set,3.7944793701171875,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S3\eeg\alldata_sbj02_sess3_RS.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S3\eeg\alldata_sbj02_sess3_RSraw.set,P02\P02\S3\eeg\alldata_sbj02_sess3_RSraw.set,7.4365997314453125,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S3\eeg\alldata_sbj02_sess3_RSraw.set
5055046,P02,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S3\eeg\testset_sbj02_sess3.set,P02\P02\S3\eeg\testset_sbj02_sess3.set,52.579200744628906,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P02\P02\S3\eeg\testset_sbj02_sess3.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_MATBdiff.set,P03\P03\S1\eeg\alldata_sbj03_sess1_MATBdiff.set,17.74224090576172,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_MATBdiff.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_MATBeasy.set,P03\P03\S1\eeg\alldata_sbj03_sess1_MATBeasy.set,17.74224090576172,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_MATBeasy.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_MATBmed.set,P03\P03\S1\eeg\alldata_sbj03_sess1_MATBmed.set,17.74224090576172,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_MATBmed.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_RS.set,P03\P03\S1\eeg\alldata_sbj03_sess1_RS.set,3.81597900390625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_RS.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_RSraw.set,P03\P03\S1\eeg\alldata_sbj03_sess1_RSraw.set,7.458099365234375,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S1\eeg\alldata_sbj03_sess1_RSraw.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_MATBdiff.set,P03\P03\S2\eeg\alldata_sbj03_sess2_MATBdiff.set,17.728355407714844,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_MATBdiff.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_MATBeasy.set,P03\P03\S2\eeg\alldata_sbj03_sess2_MATBeasy.set,17.728355407714844,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_MATBeasy.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_MATBmed.set,P03\P03\S2\eeg\alldata_sbj03_sess2_MATBmed.set,17.728355407714844,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_MATBmed.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_RS.set,P03\P03\S2\eeg\alldata_sbj03_sess2_RS.set,3.802093505859375,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_RS.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_RSraw.set,P03\P03\S2\eeg\alldata_sbj03_sess2_RSraw.set,7.4442138671875,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S2\eeg\alldata_sbj03_sess2_RSraw.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S3\eeg\alldata_sbj03_sess3_RS.set,P03\P03\S3\eeg\alldata_sbj03_sess3_RS.set,3.7972564697265625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S3\eeg\alldata_sbj03_sess3_RS.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S3\eeg\alldata_sbj03_sess3_RSraw.set,P03\P03\S3\eeg\alldata_sbj03_sess3_RSraw.set,7.439140319824219,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S3\eeg\alldata_sbj03_sess3_RSraw.set
5055046,P03,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S3\eeg\testset_sbj03_sess3.set,P03\P03\S3\eeg\testset_sbj03_sess3.set,52.58197784423828,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P03\P03\S3\eeg\testset_sbj03_sess3.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_MATBdiff.set,P04\P04\S1\eeg\alldata_sbj04_sess1_MATBdiff.set,17.739768981933594,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_MATBdiff.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_MATBeasy.set,P04\P04\S1\eeg\alldata_sbj04_sess1_MATBeasy.set,17.739768981933594,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_MATBeasy.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_MATBmed.set,P04\P04\S1\eeg\alldata_sbj04_sess1_MATBmed.set,17.739768981933594,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_MATBmed.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_RS.set,P04\P04\S1\eeg\alldata_sbj04_sess1_RS.set,3.813507080078125,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_RS.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_RSraw.set,P04\P04\S1\eeg\alldata_sbj04_sess1_RSraw.set,7.45562744140625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S1\eeg\alldata_sbj04_sess1_RSraw.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_MATBdiff.set,P04\P04\S2\eeg\alldata_sbj04_sess2_MATBdiff.set,17.71734619140625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_MATBdiff.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_MATBeasy.set,P04\P04\S2\eeg\alldata_sbj04_sess2_MATBeasy.set,17.71734619140625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_MATBeasy.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_MATBmed.set,P04\P04\S2\eeg\alldata_sbj04_sess2_MATBmed.set,17.71734619140625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_MATBmed.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_RS.set,P04\P04\S2\eeg\alldata_sbj04_sess2_RS.set,3.7910842895507812,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_RS.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_RSraw.set,P04\P04\S2\eeg\alldata_sbj04_sess2_RSraw.set,7.433204650878906,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S2\eeg\alldata_sbj04_sess2_RSraw.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S3\eeg\alldata_sbj04_sess3_RS.set,P04\P04\S3\eeg\alldata_sbj04_sess3_RS.set,3.7946395874023438,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S3\eeg\alldata_sbj04_sess3_RS.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S3\eeg\alldata_sbj04_sess3_RSraw.set,P04\P04\S3\eeg\alldata_sbj04_sess3_RSraw.set,7.436759948730469,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S3\eeg\alldata_sbj04_sess3_RSraw.set
5055046,P04,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S3\eeg\testset_sbj04_sess3.set,P04\P04\S3\eeg\testset_sbj04_sess3.set,52.57936096191406,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P04\P04\S3\eeg\testset_sbj04_sess3.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_MATBdiff.set,P05\P05\S1\eeg\alldata_sbj05_sess1_MATBdiff.set,17.769508361816406,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_MATBdiff.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_MATBeasy.set,P05\P05\S1\eeg\alldata_sbj05_sess1_MATBeasy.set,17.769508361816406,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_MATBeasy.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_MATBmed.set,P05\P05\S1\eeg\alldata_sbj05_sess1_MATBmed.set,17.769508361816406,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_MATBmed.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_RS.set,P05\P05\S1\eeg\alldata_sbj05_sess1_RS.set,3.8432464599609375,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_RS.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_RSraw.set,P05\P05\S1\eeg\alldata_sbj05_sess1_RSraw.set,7.4853668212890625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S1\eeg\alldata_sbj05_sess1_RSraw.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_MATBdiff.set,P05\P05\S2\eeg\alldata_sbj05_sess2_MATBdiff.set,17.735565185546875,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_MATBdiff.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_MATBeasy.set,P05\P05\S2\eeg\alldata_sbj05_sess2_MATBeasy.set,17.735565185546875,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_MATBeasy.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_MATBmed.set,P05\P05\S2\eeg\alldata_sbj05_sess2_MATBmed.set,17.735565185546875,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_MATBmed.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_RS.set,P05\P05\S2\eeg\alldata_sbj05_sess2_RS.set,3.6257476806640625,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_RS.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_RSraw.set,P05\P05\S2\eeg\alldata_sbj05_sess2_RSraw.set,7.267631530761719,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S2\eeg\alldata_sbj05_sess2_RSraw.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S3\eeg\alldata_sbj05_sess3_RS.set,P05\P05\S3\eeg\alldata_sbj05_sess3_RS.set,3.8293228149414062,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S3\eeg\alldata_sbj05_sess3_RS.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S3\eeg\alldata_sbj05_sess3_RSraw.set,P05\P05\S3\eeg\alldata_sbj05_sess3_RSraw.set,7.471443176269531,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S3\eeg\alldata_sbj05_sess3_RSraw.set
5055046,P05,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S3\eeg\testset_sbj05_sess3.set,P05\P05\S3\eeg\testset_sbj05_sess3.set,52.614044189453125,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P05\P05\S3\eeg\testset_sbj05_sess3.set
5055046,P06,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P06\P06\S1\eeg\alldata_sbj06_sess1_MATBdiff.set,P06\P06\S1\eeg\alldata_sbj06_sess1_MATBdiff.set,17.763687133789062,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P06\P06\S1\eeg\alldata_sbj06_sess1_MATBdiff.set
5055046,P06,Unknown,EEGLAB,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P06\P06\S1\eeg\alldata_sbj06_sess1_MATBeasy.set,P06\P06\S1\eeg\alldata_sbj06_sess1_MATBeasy.set,17.763687133789062,E:\Master data science\MPDS3_2025\projet federal\projet_federal\data\raw\eeg\5055046\P06\P06\S1\eeg\alldata_sbj06_sess1_MATBeasy.set
